stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,ineo_id,ineo_mnemoc,ineo_mnemol,ineo_noc,ineo_nol,ineo_nomc
BNUNGES,BNUNGES,Nungesser,44.92510600,-0.61972000,33056,,1,,0,,,,,,
BNCOLI,BNCOLI,Nungesser et Coli,44.84146800,-0.65591700,33281,,1,,0,,,,,,
BNENUPH,BNENUPH,Nénuphars,44.85335000,-0.48245600,33013,,1,,0,,,,,,
BSTMERI,BSTMERI,Olympiades,44.84849900,-0.65207400,33281,,1,,0,,,,,,
BORION,BORION,Orion,44.87402700,-0.69214900,33449,,1,,0,,,,,,
BORPH43,BORPH43,Orphelins,44.79697200,-0.56908700,33550,,1,,0,,,,,,
BORPHE,BORPHE,Orphelins,44.79683700,-0.56838300,33039,,1,,0,,,,,,
BRTOULO,BRTOULO,Orphelins,44.79683700,-0.56878800,33550,,1,,0,,,,,,
BOREEBS,BOREEBS,Orée du Bois,44.78876000,-0.69587400,33318,,1,,0,,,,,,
BOAURIA,BOAURIA,Oscar Auriac,44.81811100,-0.70053300,33281,,1,,0,,,,,,
BCASALS,BCASALS,Pablo Casals,44.84684700,-0.66691000,33281,,1,,0,,,,,,
BPANERU,BPANERU,Pablo Neruda,44.94778800,-0.59622100,33312,,1,,0,,,,,,
BSCOPAB,BSCOPAB,Pablo Picasso,44.88049900,-0.70148100,33449,,1,,0,,,,,,
BPACA87,BPACA87,Pacaris,44.79610900,-0.57990500,33522,,1,,0,,,,,,
BPACARI,BPACARI,Pacaris,44.79704000,-0.58009700,33522,,1,,0,,,,,,
BPAGNE,BPAGNE,Pagneau,44.81413200,-0.70019700,33281,,1,,0,,,,,,
BPAGNOL,BPAGNOL,Pagnol,44.78091100,-0.55564800,33550,,1,,0,,,,,,
BJUSTI,BJUSTI,Palais de Justice,44.83624100,-0.58159600,33063,,1,,0,,,,,,
BPAJUS,BPAJUS,Palais de Justice,44.83661000,-0.58359000,33063,,1,,0,,,,,,
BPJUST,BPJUST,Palais de Justice,44.83635600,-0.58168200,33063,,1,,0,,,,,,
TPJUST,TPJUST,Palais de Justice,44.83627600,-0.58151000,33063,,1,,0,,,,,,
BPCONG,BPCONG,Palais des Congrès,44.88937100,-0.56689000,33063,,1,,0,,,,,,
TPCONGR,TPCONGR,Palais des congrès,44.88927600,-0.56718200,33063,,1,,0,,,,,,
BPGALI,BPGALI,Palais Gallien,44.84808300,-0.58330800,33063,,1,,0,,,,,,
TPALMER,TPALMER,Palmer,44.86222600,-0.51972900,33119,,1,,0,,,,,,
BPALOMB,BPALOMB,Palombes,44.86418400,-0.53295800,33249,,1,,0,,,,,,
BPAPECL,BPAPECL,Pape Clément (Place Sellier),44.80518100,-0.65377700,33318,,1,,0,,,,,,
BPARABE,BPARABE,Parabelle,44.94170300,-0.48570600,33003,,1,,0,,,,,,
BTPARAB,BTPARAB,Parabelle,44.94186600,-0.48566600,33003,,1,,0,,,,,,
BGLECLE,BGLECLE,Parc Bordelais,44.85430500,-0.59822000,33063,,1,,0,,,,,,
BPBORDE,BPBORDE,Parc bordelais,44.84960600,-0.60305600,33063,,1,,0,,,,,,
BCARNOT,BCARNOT,Parc Bordelais (Boulevards),44.85211400,-0.59475400,33063,,1,,0,,,,,,
BCHURCH,BCHURCH,Parc Bourran,44.83425400,-0.62625100,33063,,1,,0,,,,,,
BGPORT,BGPORT,Parc d'Activité du Grand Port,44.81354500,-0.54029800,33039,,1,,0,,,,,,
BPESPA,BPESPA,Parc d'Espagne,44.79719300,-0.68366900,33318,,1,,0,,,,,,
BFEYDI,BFEYDI,Parc de Feydit,44.86966100,-0.70307900,33449,,1,,0,,,,,,
BPETOIL,BPETOIL,Parc de l'Etoile,44.82289900,-0.49759900,33065,,1,,0,,,,,,
BABR35,BABR35,Parc de Luchey,44.82586600,-0.63757000,33281,,1,,0,,,,,,
BPMAJOL,BPMAJOL,Parc de Majolan,44.89929900,-0.63991700,33056,,1,,0,,,,,,
BPMANDA,BPMANDA,Parc de Mandavit,44.76814800,-0.61156800,33192,,1,,0,,,,,,
BKOSMA,BKOSMA,Parc de Mussonville,44.79375300,-0.55990300,33039,,1,,0,,,,,,
TPMUSS,TPMUSS,Parc de Mussonville,44.79395500,-0.55962500,33039,,1,,0,,,,,,
BBRICAU,BBRICAU,Parc des Expositions,44.89542900,-0.56532300,33063,,1,,0,,,,,,
TTEXPO,TTEXPO,Parc des Expositions,44.89330400,-0.56581500,33063,,1,,0,,,,,,
BEXPOSI,BEXPOSI,Parc des Expositions Porte D,44.89512300,-0.56641100,33063,,1,,0,,,,,,
BPJALL,BPJALL,Parc des Jalles,44.91146700,-0.58059200,33056,,1,,0,,,,,,
BPLACS,BPLACS,Parc des Lacs,44.92120600,-0.61521200,33056,,1,,0,,,,,,
BVASSIV,BVASSIV,Parc des Oliviers,44.95083100,-0.59995700,33312,,1,,0,,,,,,
BPCHATE,BPCHATE,Parc du Château,44.83838100,-0.65277700,33281,,1,,0,,,,,,
BPCOTO,BPCOTO,Parc du Cotor,44.78046100,-0.61674400,33192,,1,,0,,,,,,
BSCOPMI,BSCOPMI,Parc du Mirail,44.86459900,-0.49099800,33013,,1,,0,,,,,,
BPEYROU,BPEYROU,Parc du Peyrou,44.86644100,-0.48455400,33013,,1,,0,,,,,,
BPHBRIO,BPHBRIO,Parc Haut Brion,44.81280800,-0.61382600,33318,,1,,0,,,,,,
BPHTBRI,BPHTBRI,Parc Haut Brion,44.81350300,-0.61270500,33318,,1,,0,,,,,,
BPINDUS,BPINDUS,Parc Industriel,44.78021700,-0.64853500,33318,,1,,0,,,,,,
BFLPAR,BFLPAR,Parc Municipal,44.83050800,-0.52680300,33167,,1,,0,,,,,,
BPARCMU,BPARCMU,Parc Municipal,44.83047600,-0.52695300,33167,,1,,0,,,,,,
BPEYAND,BPEYAND,Parc Peyandreau,44.83402200,-0.66633800,33281,,1,,0,,,,,,
BCGPARC,BCGPARC,Parc Rivière,44.85601800,-0.58485400,33063,,1,,0,,,,,,
BPRIV06,BPRIV06,Parc Rivière,44.85586600,-0.58455300,33063,,1,,0,,,,,,
BPSOURR,BPSOURR,Parc Sourreil,44.79184000,-0.58204400,33550,,1,,0,,,,,,
BTHAILL,BTHAILL,Parc Ste Christine,44.88676600,-0.68104400,33200,,1,,0,,,,,,
BPDLCOT,BPDLCOT,Pas de la Côte,44.78103900,-0.53645300,33550,,1,,0,,,,,,
BPATOUR,BPATOUR,Pas de la Tourte,44.91988700,-0.73405300,33376,,1,,0,,,,,,
BSCOPAS,BSCOPAS,Pas de la Tourte,44.91966600,-0.73352400,33376,,1,,0,,,,,,
BPNIV48,BPNIV48,Passage à Niveau,44.82199800,-0.62442100,33281,,1,,0,,,,,,
BPAST90,BPAST90,Pasteur,44.90118300,-0.51287300,33032,,1,,0,,,,,,
BPREFE,BPREFE,Patinoire,44.83601300,-0.58783300,33063,,1,,0,,,,,,
BPAUGE,BPAUGE,Pauge,44.75759200,-0.57609900,33550,,1,,0,,,,,,
BSCOPAU,BSCOPAU,Paul Berniard,44.88362500,-0.70934500,33449,,1,,0,,,,,,
BPDOUM,BPDOUM,Paul Doumer,44.85192900,-0.57372800,33063,,1,,0,,,,,,
TPDOUM,TPDOUM,Paul Doumer,44.85193100,-0.57410200,33063,,1,,0,,,,,,
BPMONTA,BPMONTA,Paul Montagne,44.80678400,-0.64286700,33318,,1,,0,,,,,,
BPNOLE,BPNOLE,Paulin de Nole,44.95466000,-0.49767500,33003,,1,,0,,,,,,
BPXOTTO,BPXOTTO,Peixotto,44.80653100,-0.59178600,33522,,1,,0,,,,,,
TPEIXOT,TPEIXOT,Peixotto,44.80724200,-0.59263500,33522,,1,,0,,,,,,
BUNIVER,BUNIVER,Peixotto (côté Mairie),44.80833800,-0.59135700,33522,,1,,0,,,,,,
BUNIVE1,BUNIVE1,Peixotto (côté Université),44.80833400,-0.59149600,33522,,1,,0,,,,,,
BTPEIXO,BTPEIXO,Peixotto (Tram B),44.80684800,-0.59311700,33522,,1,,0,,,,,,
BPELET,BPELET,Pelet,44.93838900,-0.50938700,33003,,1,,0,,,,,,
BPELLE,BPELLE,Pelleport,44.82138800,-0.56581400,33063,,1,,0,,,,,,
BPELLEP,BPELLEP,Pelleport,44.82136900,-0.56514200,33063,,1,,0,,,,,,
BPETAN,BPETAN,Pelletan,44.81211800,-0.60055700,33522,,1,,0,,,,,,
TCPELL,TCPELL,Pelletan,44.85867600,-0.51972200,33119,,1,,0,,,,,,
BPERICO,BPERICO,Pericot,44.90273200,-0.74482000,33449,,1,,0,,,,,,
BSCOPER,BSCOPER,Perriau,44.75285900,-0.61928800,33192,,1,,0,,,,,,
BPERRI,BPERRI,Perrin,44.84141400,-0.66930400,33281,,1,,0,,,,,,
BPERRIN,BPERRIN,Perrin,44.78013900,-0.65117400,33318,,1,,0,,,,,,
BALOUET,BALOUET,Pessac Alouette,44.81835100,-0.65862900,,,1,,0,,,,,,
BPESCTR,BPESCTR,Pessac Centre,44.80604300,-0.63219400,33318,,1,,0,,,,,,
TPESSA,TPESSA,Pessac Centre,44.80429200,-0.63254600,33318,,1,,0,,,,,,
BPECENT,BPECENT,Pessac Centre (Tram B),44.80456100,-0.63260100,33318,,1,,0,,,,,,
BPGAZIN,BPGAZIN,Petit Gazinet,44.77973100,-0.69460300,33318,,1,,0,,,,,,
BPTPEYR,BPTPEYR,Petit Peyronnet,44.93135800,-0.54601400,33434,,1,,0,,,,,,
BPEXO55,BPEXO55,Pexotto,44.90101800,-0.66927900,33519,,1,,0,,,,,,
BPEYBOI,BPEYBOI,Peybois,44.93995500,-0.63283700,33056,,1,,0,,,,,,
BPEYCHA,BPEYCHA,Peychaud,44.95158900,-0.49289600,33003,,1,,0,,,,,,
BSCOPEY,BSCOPEY,Peychaud,44.88300000,-0.70444100,33449,,1,,0,,,,,,
BPEYCHO,BPEYCHO,Peychotte,44.82643000,-0.61953600,33281,,1,,0,,,,,,
TPEYCHO,TPEYCHO,Peychotte,44.82658800,-0.61991800,33281,,1,,0,,,,,,
BPEYDA,BPEYDA,Peydavant,44.80178400,-0.58530500,33522,,1,,0,,,,,,
BPEYLA,BPEYLA,Peylanne,44.80369300,-0.57906600,33522,,1,,0,,,,,,
BGAZBX,BGAZBX,Peyronneaud,44.88362600,-0.55028600,33063,,1,,0,,,,,,
BMALBEC,BMALBEC,Peyronnet,44.82751500,-0.56122600,33063,,1,,0,,,,,,
BPHOTON,BPHOTON,Photonique,44.78522200,-0.63486300,33318,,1,,0,,,,,,
BPHENIX,BPHENIX,Phénix Haut Brion,44.80807300,-0.61588800,33318,,1,,0,,,,,,
BPICVER,BPICVER,Pic Vert,44.91252000,-0.71359000,33376,,1,,0,,,,,,
BPICAR,BPICAR,Picard,44.85498400,-0.57165500,33063,,1,,0,,,,,,
BPICA84,BPICA84,Picardie,44.78966800,-0.68728900,33318,,1,,0,,,,,,
BPICARD,BPICARD,Picardie,44.78972200,-0.68757100,33318,,1,,0,,,,,,
BGOUR34,BGOUR34,Pichey,44.84087200,-0.66702600,33281,,1,,0,,,,,,
BBLANC2,BBLANC2,Picot,44.88080100,-0.64110300,33162,,1,,0,,,,,,
TPICOT,TPICOT,Picot,44.88137600,-0.64116300,,,1,,0,,,,,,
BCURI21,BCURI21,Pierre Curie,44.76173200,-0.57055000,33550,,1,,0,,,,,,
BPCURI,BPCURI,Pierre Curie,44.85325700,-0.49856000,33013,,1,,0,,,,,,
BPLOT66,BPLOT66,Pierre Loti,44.86728500,-0.50640400,33249,,1,,0,,,,,,
BMANDES,BMANDES,Pierre Mendès France,44.82960600,-0.64035100,33281,,1,,0,,,,,,
TMENDE,TMENDE,Pierre Mendès France,44.83015800,-0.63984900,33281,,1,,0,,,,,,
TPGALA,TPGALA,Pin Galant,44.84426800,-0.65136100,33281,,1,,0,,,,,,
BPFRAN,BPFRAN,Pins-Francs,44.86662300,-0.62350100,33069,,1,,0,,,,,,
BSCOPIN,BSCOPIN,Pinsan,44.85956500,-0.48598400,33013,,1,,0,,,,,,
BPINSAN,BPINSAN,Pinsan - Piscine,44.87323700,-0.65078700,33162,,1,,0,,,,,,
BTPINSO,BTPINSO,Pinsoles,44.93519400,-0.75860000,33376,,1,,0,,,,,,
BTCHAMB,BTCHAMB,Piscine Chambéry,44.75486600,-0.58584200,33550,,1,,0,,,,,,
BPTHOUA,BPTHOUA,Piscine de Thouars,44.79052300,-0.59128800,33522,,1,,0,,,,,,
BPCARD,BPCARD,Piscine Galin,44.84726000,-0.54156900,33063,,1,,0,,,,,,
BPGALIN,BPGALIN,Piscine Galin,44.84673200,-0.54165200,33063,,1,,0,,,,,,
BPGPARC,BPGPARC,Piscine Grand Parc,44.85681800,-0.57918400,33063,,1,,0,,,,,,
BPJUDA,BPJUDA,Piscine Judaïque,44.84077400,-0.59026500,33063,,1,,0,,,,,,
BPJUDAI,BPJUDAI,Piscine Judaïque,44.84089100,-0.59081700,33063,,1,,0,,,,,,
BPISCIN,BPISCIN,Piscine Tissot,44.87898000,-0.54760900,33063,,1,,0,,,,,,
BPUNIIV,BPUNIIV,Piscine Universitaire,44.80000500,-0.60653400,33522,,1,,0,,,,,,
BSCOPLA,BSCOPLA,Place Corbiac,44.87435700,-0.71036100,33449,,1,,0,,,,,,
BPLGDJE,BPLGDJE,Place de Grandjean,44.94230900,-0.50210700,33003,,1,,0,,,,,,
BEGLI58,BEGLI58,Place de l'Eglise,44.94872600,-0.60566700,33312,,1,,0,,,,,,
BEUROP,BEUROP,Place de l'Europe,44.85943500,-0.58184500,33063,,1,,0,,,,,,
TBOURS,TBOURS,Place de la Bourse,44.84155100,-0.56966700,33063,,1,,0,,,,,,
BPLRAZE,BPLRAZE,Place de la Raze,44.80581300,-0.56515500,33039,,1,,0,,,,,,
BROCHER,BROCHER,Place de la Raze,44.80591600,-0.56475600,33039,,1,,0,,,,,,
BP2VIL,BP2VIL,Place des 2 Villes,44.86426700,-0.51947100,33249,,1,,0,,,,,,
BP11NO,BP11NO,Place du 11 Novembre,44.82849100,-0.64875200,33281,,1,,0,,,,,,
BPMAYN,BPMAYN,Place du Mayne,44.87343400,-0.68300200,33200,,1,,0,,,,,,
TPALAI,TPALAI,Place du Palais,44.83791300,-0.56930200,33063,,1,,0,,,,,,
BPFLOR,BPFLOR,Place Florale,44.86886100,-0.63609200,33162,,1,,0,,,,,,
BLOPES,BLOPES,Place Lopès,44.84581100,-0.61250900,33063,,1,,0,,,,,,
BMARAN,BMARAN,Place Maran,44.87573800,-0.55262600,33063,,1,,0,,,,,,
BPMARA,BPMARA,Place Maran,44.87521100,-0.55369900,33063,,1,,0,,,,,,
BPMEIGN,BPMEIGN,Place Meignan,44.90229300,-0.50684600,33032,,1,,0,,,,,,
BMONDES,BMONDES,Place Mondésir,44.83828800,-0.61713100,33063,,1,,0,,,,,,
BPMONDE,BPMONDE,Place Mondésir,44.83817600,-0.61530000,33281,,1,,0,,,,,,
BMOSCO,BMOSCO,Place Moscou,44.84445200,-0.60958800,33063,,1,,0,,,,,,
BMOZAR,BMOZAR,Place Mozart,44.81466100,-0.60119400,33522,,1,,0,,,,,,
BSCONAV,BSCONAV,Place Navarre,44.79426200,-0.66510400,33318,,1,,0,,,,,,
BOZANA,BOZANA,Place Ozanam,44.84961800,-0.61487800,33063,,1,,0,,,,,,
BSCOPTO,BSCOPTO,Place Pontac,44.77361000,-0.56074600,33550,,1,,0,,,,,,
BDPRA45,BDPRA45,Place Ravezies,44.86804600,-0.57575000,33063,,1,,0,,,,,,
BRAVE45,BRAVE45,Place Ravezies,44.86721600,-0.57569300,33063,,1,,0,,,,,,
BRAVESI,BRAVESI,Place Ravezies,44.86660600,-0.57546300,33063,,1,,0,,,,,,
TRAVESI,TRAVESI,Place Ravezies,44.86709700,-0.57583500,33063,,1,,0,,,,,,
BSPORTS,BSPORTS,Plaine des Sports,44.91120400,-0.74125700,33376,,1,,0,,,,,,
BPLAIS2,BPLAIS2,Plaisance,44.81646400,-0.68661100,33281,,1,,0,,,,,,
BPLAISA,BPLAISA,Plaisance,44.86433300,-0.50655600,33119,,1,,0,,,,,,
BPLATE,BPLATE,Plateaux,44.82835800,-0.52342600,33167,,1,,0,,,,,,
BPCIEL,BPCIEL,Plein Ciel,44.84956900,-0.64406000,33281,,1,,0,,,,,,
BPOINC,BPOINC,Poincaré,44.86192300,-0.59300600,33069,,1,,0,,,,,,
BSCOPOI,BSCOPOI,Point du Jour,44.90010000,-0.76162500,33449,,1,,0,,,,,,
BPOIRSO,BPOIRSO,Poirson,44.85750000,-0.58621600,33063,,1,,0,,,,,,
BBERTHE,BBERTHE,Polyclinique Bordeaux Nord,44.86473700,-0.57873900,33063,,1,,0,,,,,,
BBPDOR,BBPDOR,Pomme d'Or,44.91372800,-0.51824100,33032,,1,,0,,,,,,
BCACAMU,BCACAMU,Pompe au Breteil,44.88574900,-0.64125600,33162,,1,,0,,,,,,
BPBOULI,BPBOULI,Pont de Bouliac,44.82113400,-0.51336800,33065,,1,,0,,,,,,
BSCOPDB,BSCOPDB,Pont de Bouliac,44.82055200,-0.51280600,33065,,1,,0,,,,,,
BSCOCAN,BSCOCAN,Pont de Canteloup,44.99937500,-0.51442900,33004,,1,,0,,,,,,
BROO40,BROO40,Pont de Cauderès,44.81672800,-0.57647100,33522,,1,,0,,,,,,
BPORIEN,BPORIEN,Pont de l'Orient,44.80525600,-0.64869300,33318,,1,,0,,,,,,
BDUCROS,BDUCROS,Pont de la Maye,44.78162800,-0.56504400,33550,,1,,0,,,,,,
BSCOPON,BSCOPON,Pont de la Pierre,44.89793900,-0.75943200,33449,,1,,0,,,,,,
BPOTPEY,BPOTPEY,Pont de Peyre,44.97117700,-0.47970700,33487,,1,,0,,,,,,
BPGAIL,BPGAIL,Pont du Gail,44.88029100,-0.60742300,33075,,1,,0,,,,,,
BPGUIT,BPGUIT,Pont du Guit,44.82378400,-0.55843200,33063,,1,,0,,,,,,
BPVIGE,BPVIGE,Pont du Vigean,44.88253900,-0.62105600,33075,,1,,0,,,,,,
BPONTSJ,BPONTSJ,Pont Saint-Jean (rive droite),44.83505900,-0.55294600,33063,,1,,0,,,,,,
BPSVEIL,BPSVEIL,Pont Simone Veil,44.82037900,-0.54204600,33063,,1,,0,,,,,,
BPONTET,BPONTET,Pontet,44.93552700,-0.48433200,33003,,1,,0,,,,,,
BFLUVI,BFLUVI,Port de Bègles,44.79755800,-0.53024100,33039,,1,,0,,,,,,
BPORGB,BPORGB,Port de Bègles,44.79909000,-0.52798200,33039,,1,,0,,,,,,
BPLOPES,BPLOPES,Port Lopès,45.02552600,-0.57593800,33004,,1,,0,,,,,,
BPBOURG,BPBOURG,Porte de Bourgogne,44.83698300,-0.56578700,33063,,1,,0,,,,,,
TBRGA,TBRGA,Porte de Bourgogne,44.83721700,-0.56628100,33063,,1,,0,,,,,,
TBRGC,TBRGC,Porte de Bourgogne,44.83716400,-0.56639200,33063,,1,,0,,,,,,
BSCOPOT,BSCOPOT,Poticon,44.92345300,-0.74994700,33376,,1,,0,,,,,,
BPOUDR,BPOUDR,Poudrière,44.78271000,-0.68811100,33318,,1,,0,,,,,,
BPOUQUE,BPOUQUE,Pouqueyras,44.86322800,-0.48142100,33013,,1,,0,,,,,,
BPRADA,BPRADA,Pradas,44.82679000,-0.65852700,33281,,1,,0,,,,,,
BPRESS,BPRESS,Pressensé,44.85643900,-0.60245000,33069,,1,,0,,,,,,
BCAYAC,BCAYAC,Prieuré de Cayac,44.76664000,-0.61879000,33192,,1,,0,,,,,,
BPOUMEY,BPOUMEY,Prieuré de Cayac,44.76602900,-0.61740900,33192,,1,,0,,,,,,
BPLUC,BPLUC,Primevères,44.76580800,-0.63887200,33192,,1,,0,,,,,,
BPGALL,BPGALL,Prince de Galles,44.76793900,-0.63283400,33192,,1,,0,,,,,,
BSCOZOO,BSCOZOO,Princesse,44.80420300,-0.69819400,33318,,1,,0,,,,,,
BPRIVA,BPRIVA,Privat,44.82489900,-0.59886900,33063,,1,,0,,,,,,
BPROCE,BPROCE,Procession,44.81495700,-0.69506600,33281,,1,,0,,,,,,
BPBERN,BPBERN,Prof. Bernard,44.76995500,-0.61626400,33192,,1,,0,,,,,,
BVINCE,BVINCE,Professeur Vincent,44.88581900,-0.52121000,33249,,1,,0,,,,,,
BPROUST,BPROUST,Proust,44.89776900,-0.72016500,33449,,1,,0,,,,,,
BPROV80,BPROV80,Provinces,44.84630800,-0.49257100,33013,,1,,0,,,,,,
BPROVIN,BPROVIN,Provinces,44.84988500,-0.49519500,33013,,1,,0,,,,,,
BPRECEI,BPRECEI,Préceinte,44.86725600,-0.58473600,33069,,1,,0,,,,,,
BPREFE2,BPREFE2,Préfecture,44.83701000,-0.58711100,33063,,1,,0,,,,,,
BPTWIL,BPTWIL,Président Wilson,44.83930500,-0.63328500,33281,,1,,0,,,,,,
BPUDOTE,BPUDOTE,Pudote,44.92238500,-0.73309700,33376,,1,,0,,,,,,
BPUYO,BPUYO,Puyo,44.89830100,-0.74647000,33449,,1,,0,,,,,,
BPYRE15,BPYRE15,Pyrénées,44.77429000,-0.56469300,33550,,1,,0,,,,,,
BPYRENE,BPYRENE,Pyrénées,44.84528400,-0.77541100,33273,,1,,0,,,,,,
BPYTHA,BPYTHA,Pythagore,44.83133700,-0.68072200,33281,,1,,0,,,,,,
BPEGU74,BPEGU74,Péguy,44.91395200,-0.51206200,33032,,1,,0,,,,,,
BPEGU92,BPEGU92,Péguy,44.91388600,-0.51132900,33032,,1,,0,,,,,,
BSCOPEG,BSCOPEG,Péguy,44.80667600,-0.70607400,,,1,,0,,,,,,
BPEPI77,BPEPI77,Pépinières,44.91091000,-0.62330000,33056,,1,,0,,,,,,
BRLACAN,BRLACAN,Péricot,44.90372900,-0.74493700,33449,,1,,0,,,,,,
BPERIN,BPERIN,Périnot,44.85124300,-0.63092800,33063,,1,,0,,,,,,
BPERES,BPERES,Pérès,44.85980900,-0.60843800,33069,,1,,0,,,,,,
BBRAZZ,BBRAZZ,Quai de Brazza,44.85563200,-0.55018100,33063,,1,,0,,,,,,
BQVIAL,BQVIAL,Quai de Vial (Everite),44.92017200,-0.54437400,33032,,1,,0,,,,,,
BDUPEY,BDUPEY,Quai Dupeyron,44.87212600,-0.53744800,33249,,1,,0,,,,,,
BDOUAFR,BDOUAFR,Quai Français,44.89478400,-0.52724400,33032,,1,,0,,,,,,
BNUMA,BNUMA,Quai Numa Sensine,44.87523700,-0.53584400,33249,,1,,0,,,,,,
BDASSA,BDASSA,Quarante Journaux,44.88349000,-0.57084800,33063,,1,,0,,,,,,
T40JOU,T40JOU,Quarante Journaux,44.88308900,-0.57040200,33063,,1,,0,,,,,,
B4CASTE,B4CASTE,Quatre Castéra,44.80601000,-0.53934800,33039,,1,,0,,,,,,
B4CHEM,B4CHEM,Quatre Chemins,44.83245400,-0.64847300,33281,,1,,0,,,,,,
T4CHEM,T4CHEM,Quatre Chemins,44.83260200,-0.64490300,33281,,1,,0,,,,,,
BSCOQUA,BSCOQUA,Quatre Lagunes,44.93701900,-0.71882400,33376,,1,,0,,,,,,
BMUNIC,BMUNIC,Quinconces,44.84462800,-0.57390300,33063,,1,,0,,,,,,
BQLOU18,BQLOU18,Quinconces,44.84532700,-0.57186600,33063,,1,,0,,,,,,
BQMUNIC,BQMUNIC,Quinconces,44.84470200,-0.57308500,33063,,1,,0,,,,,,
BQORLEA,BQORLEA,Quinconces,44.84398900,-0.57247900,33063,,1,,0,,,,,,
BQUINC,BQUINC,Quinconces,44.84478800,-0.57219100,33063,,1,,0,,,,,,
BQUIOR,BQUIOR,Quinconces,44.84385300,-0.57390500,33063,,1,,0,,,,,,
TQUIN_B,TQUIN_B,Quinconces,44.84402700,-0.57382700,33063,,1,,0,,,,,,
BQUIN69,BQUIN69,Quinconces (Jean Jaurès),44.84294800,-0.56898300,33063,,1,,0,,,,,,
BQUINSU,BQUINSU,Quinsus,44.95221000,-0.49780200,33003,,1,,0,,,,,,
BRPABER,BRPABER,R.P.A La Bérengère,44.86524100,-0.61200600,33069,,1,,0,,,,,,
BRPAMVI,BRPAMVI,R.P.A Mieux Vivre,44.86827600,-0.58983900,33069,,1,,0,,,,,,
BRACI40,BRACI40,Racine,44.79317400,-0.58443300,33522,,1,,0,,,,,,
BRACIN,BRACIN,Racine,44.86181900,-0.61549300,33063,,1,,0,,,,,,
BRACINE,BRACINE,Racine,44.90487800,-0.50105100,33096,,1,,0,,,,,,
BRADIO,BRADIO,Radio,44.78518600,-0.68289500,33318,,1,,0,,,,,,
BRADIOL,BRADIOL,Radio Londres,44.79452400,-0.54216200,33039,,1,,0,,,,,,
BCOUHIN,BCOUHIN,Rameau,44.75960400,-0.57307800,33550,,1,,0,,,,,,
BRAMOND,BRAMOND,Ramond,44.89318500,-0.74392900,33449,,1,,0,,,,,,
BREDON,BREDON,Redon,44.91739600,-0.66298700,33519,,1,,0,,,,,,
BCCO38,BCCO38,Reinson,44.87722900,-0.56779800,33063,,1,,0,,,,,,
BREINSO,BREINSO,Reinson,44.87651400,-0.56945100,33063,,1,,0,,,,,,
BRENAUD,BRENAUD,Renaudel,44.86897700,-0.61557400,33069,,1,,0,,,,,,
BCMERIG,BCMERIG,René Coty,44.84048100,-0.65361000,33281,,1,,0,,,,,,
BMRCOTY,BMRCOTY,René Coty,44.84089100,-0.65372600,33281,,1,,0,,,,,,
BRCOT93,BRCOT93,René Coty,44.92668500,-0.49210500,33003,,1,,0,,,,,,
BRCOTY,BRCOTY,René Coty,44.92640300,-0.49305200,33003,,1,,0,,,,,,
BRCOT94,BRCOT94,René Coty (Pasteur),44.92759400,-0.49187000,33003,,1,,0,,,,,,
BSCORIA,BSCORIA,Riaud,44.82529700,-0.61959400,33281,,1,,0,,,,,,
BRICHA,BRICHA,Richaud,44.88924400,-0.56328200,33063,,1,,0,,,,,,
BRICH99,BRICH99,Richelieu,44.90857100,-0.53494700,33032,,1,,0,,,,,,
BRIGAI,BRIGAI,Rigaillou,44.75764700,-0.58261700,33550,,1,,0,,,,,,
BRIGAL,BRIGAL,Rigal,44.86810400,-0.58011300,33069,,1,,0,,,,,,
BARCINS,BARCINS,Rives d'Arcins,44.79134400,-0.53137500,33039,,1,,0,,,,,,
BRIVIE,BRIVIE,Rivière,44.92845300,-0.61476000,33056,,1,,0,,,,,,
BRIVIER,BRIVIER,Rivière,44.85713000,-0.58894200,33063,,1,,0,,,,,,
BSCOROB,BSCOROB,Robespierre,44.85962500,-0.73319900,33449,,1,,0,,,,,,
BROCHE,BROCHE,Rochefort,44.77604700,-0.61130400,33192,,1,,0,,,,,,
BROCQUE,BROCQUE,Rocquevielle,44.84800000,-0.70718700,33281,,1,,0,,,,,,
BRGARO,BRGARO,Roland Garros,44.82950500,-0.68718200,33281,,1,,0,,,,,,
BRGARO2,BRGARO2,Roland Garros,44.82934400,-0.68768500,33281,,1,,0,,,,,,
BRGARR,BRGARR,Roland Garros,44.86163300,-0.62717500,33063,,1,,0,,,,,,
BSCOROM,BSCOROM,Romainville,44.79020200,-0.71340400,33318,,1,,0,,,,,,
BTROMAI,BTROMAI,Romainville,44.79149300,-0.71225500,33318,,1,,0,,,,,,
BRPFEL,BRPFEL,Rond Point Marie Fel,44.88868100,-0.56032400,33063,,1,,0,,,,,,
BRDPOIN,BRDPOIN,Rond-Point,44.80533700,-0.61616200,33318,,1,,0,,,,,,
BCRESP1,BCRESP1,Rond-Point Crespy,44.80695000,-0.58691300,33522,,1,,0,,,,,,
BCRESPY,BCRESPY,Rond-Point Crespy,44.80687100,-0.58684500,33522,,1,,0,,,,,,
BRONSA,BRONSA,Ronsard,44.80263600,-0.64155300,33318,,1,,0,,,,,,
